ARTIKEL;SORTE;AUFTRAG;POSITION;KUNDE;WUNSCHLIEFERTERMIN;LIEFERTERMIN;WUNSCHMENGE
15-070-435-01800-076130G0;K 15;25024311;1;C-100;12/18/24;12/17/24;25000
15-070-435-01840-076130G0;K 15;25024409;1;C-100;12/18/24;12/17/24;25000
15-070-435-01880-076130G0;K 15;25024425;1;C-130;12/18/24;12/18/24;25000
15-070-435-01680-076130G0;K 15;25024427;2;C-130;12/18/24;12/17/24;10000
15-070-435-01840-076130G0;K 15;25024421;1;C-130;12/18/24;12/18/24;25000
15-070-435-01880-076130G0;K 15;25024417;1;C-120;12/18/24;12/17/24;25000
15-070-435-01840-076130G0;K 15;25024336;1;C-110;12/18/24;12/17/24;25000
15-070-435-01840-076130G0;K 15;25024416;1;C-120;12/18/24;12/17/24;25000
15-070-435-01860-076130G0;K 15;25024024;2;C-100;12/17/24 17:00;12/16/24;12500
15-070-435-00750-076130G0;K 15;25024024;1;C-100;12/17/24 17:00;12/16/24;12500
15-070-435-01880-076130G0;K 15;25024412;1;C-100;12/17/24 17:00;12/16/24;12500
15-070-435-01900-076130G0;K 15;25024412;2;C-100;12/17/24 17:00;12/16/24;12500
15-070-435-01880-076130G0;K 15;25024424;1;C-130;12/17/24;12/17/24;25000
15-070-435-01880-076130G0;K 15;25024342;1;C-110;12/17/24;12/16/24;25000
15-070-435-01720-076130G0;K 15;25024361;1;C-130;12/17/24;12/16/24;25000
15-070-435-01760-076130G0;K 15;25024348;1;C-120;12/17/24;12/16/24;25000
15-070-435-01800-076130G0;K 15;25024419;1;C-130;12/17/24;12/16/24;25000
15-070-435-01890-076130G0;K 15;25024414;2;C-110;12/17/24;12/16/24;12500
15-070-435-01800-076130G0;K 15;25024414;1;C-110;12/17/24;12/16/24;12500
15-070-435-01840-076130G0;K 15;25024408;1;C-100;12/17/24;12/16/24;25000
05-070-420-01100-076150G0;K 05;25024388;1;C-110;12/16/24;12/13/24;25000
15-070-435-01880-076130G0;K 15;25024389;1;C-120;12/16/24;12/13/24;25000
15-070-435-01860-076130G0;K 15;25024401;1;C-100;12/16/24;12/13/24;25000
15-070-435-01880-076130G0;K 15;25024403;1;C-110;12/16/24;12/13/24;25000
15-070-435-01800-076130G0;K 15;25024344;1;C-110;12/16/24;12/13/24;25000
15-070-435-01840-076130G0;K 15;25024335;1;C-110;12/16/24;12/13/24;25000
15-070-435-01860-076130G0;K 15;25024353;1;C-120;12/16/24;12/13/24;25000
15-070-435-01840-076130G0;K 15;25024315;1;C-100;12/16/24;12/13/24;25000
15-070-435-01860-076130G0;K 15;25024320;1;C-100;12/16/24;12/13/24;25000
15-070-435-01880-076130G0;K 15;25024323;1;C-100;12/16/24;12/13/24;25000
15-070-435-01880-076130G0;K 15;25024369;1;C-130;12/16/24;12/16/24;25000
15-070-435-01840-076130G0;K 15;25024351;1;C-120;12/16/24;12/13/24;25000
05-070-420-01400-076150G0;K 05;25024456;3;C-120;12/13/24;12/12/24;10000
15-070-435-01860-076130G0;K 15;25024385;1;C-100;12/13/24;12/12/24;25000
05-070-420-00900-076150G0;K 05;25024386;1;C-110;12/13/24;12/13/24;25000
15-070-435-01860-076130G0;K 15;25024338;1;C-110;12/13/24;12/12/24;25000
15-070-435-01880-076130G0;K 15;25024341;1;C-110;12/13/24;12/12/24;25000
15-070-435-01190-076130G0;K 15;25024360;2;C-130;12/13/24;12/12/24;10000
15-070-435-01890-076130G0;K 15;25024324;1;C-100;12/13/24;12/12/24;25000
15-070-435-01720-076130G0;K 15;25024356;1;C-120;12/13/24;12/12/24;12500
15-070-435-01890-076130G0;K 15;25024356;2;C-120;12/13/24;12/12/24;12500
15-070-435-01170-076130G0;K 15;25024360;1;C-130;12/13/24;12/12/24;15000
15-070-435-01860-076130G0;K 15;25024366;1;C-130;12/13/24;12/12/24;25000
15-070-435-01840-076130G0;K 15;25024314;1;C-100;12/13/24;12/13/24;25000
15-070-435-01860-076130G0;K 15;25024319;1;C-100;12/13/24;12/12/24;25000
15-070-435-01840-076130G0;K 15;25024364;1;C-130;12/13/24;12/12/24;25000
05-070-420-01900-076150G0;K 05;25024387;2;C-110;12/12/24;12/11/24;12500
15-070-435-01880-076130G0;K 15;25024378;1;C-120;12/12/24;12/11/24;12500
15-070-435-01800-076130G0;K 15;25024363;1;C-130;12/12/24;12/11/24;25000
15-070-435-01880-076130G0;K 15;25024355;1;C-120;12/12/24;12/11/24;25000
15-070-435-01880-076130G0;K 15;25024322;1;C-100;12/12/24;12/11/24;25000
15-070-435-01720-076130G0;K 15;25024309;1;C-100;12/12/24;12/11/24;12500
15-070-435-01740-076130G0;K 15;25024309;2;C-100;12/12/24;12/11/24;12500
15-070-435-01800-076130G0;K 15;25024310;1;C-100;12/12/24;12/11/24;25000
15-070-435-01860-076130G0;K 15;25024318;1;C-100;12/12/24;12/11/24;25000
15-070-435-01880-076130G0;K 15;25024368;1;C-130;12/12/24;12/11/24;25000
15-070-435-01800-076130G0;K 15;25024402;1;C-100;12/11/24;12/10/24;25000
15-070-435-01880-076130G0;K 15;25024340;1;C-110;12/11/24;12/10/24;25000
15-070-435-01800-076130G0;K 15;25024349;1;C-120;12/11/24;12/10/24;25000
15-070-435-01860-076130G0;K 15;25024352;1;C-120;12/11/24;12/10/24;25000
15-070-435-01860-076130G0;K 15;25024365;1;C-130;12/11/24;12/10/24;25000
15-070-435-01880-076130G0;K 15;25024367;1;C-130;12/11/24;12/11/24;25000
15-070-435-01840-076130G0;K 15;25024334;1;C-110;12/11/24;12/10/24;25000
15-070-435-01860-076130G0;K 15;25024317;1;C-100;12/11/24;12/10/24;25000
15-070-435-01820-076130G0;K 15;25024326;1;C-100;12/11/24;12/10/24;15000
15-070-435-01170-076130G0;K 15;25024326;2;C-100;12/11/24;12/10/24;5000
15-070-435-01190-076130G0;K 15;25024326;3;C-100;12/11/24;12/10/24;5000
15-070-435-01800-076130G0;K 15;25024333;1;C-110;12/11/24;12/11/24;25000
15-070-435-01840-076130G0;K 15;25024313;1;C-100;12/11/24;12/10/24;25000
15-070-435-01880-076130G0;K 15;25024211;1;C-130;12/10/24 17:00;12/10/24;25000
15-070-435-01860-076130G0;K 15;25024084;1;C-130;12/10/24 17:00;12/10/24;25000
05-070-420-00900-076150G0;K 05;25024376;1;C-120;12/10/24;12/9/24;15000
05-070-420-01900-076150G0;K 05;25024376;2;C-120;12/10/24;12/9/24;10000
15-070-435-01860-076130G0;K 15;25024337;1;C-110;12/10/24;12/9/24;25000
15-070-435-01880-076130G0;K 15;25024321;1;C-100;12/10/24;12/9/24;25000
15-070-435-01840-076130G0;K 15;25024312;1;C-100;12/10/24;12/9/24;25000
15-070-435-01860-076130G0;K 15;25024316;1;C-100;12/10/24;12/9/24;25000
15-070-435-01880-076130G0;K 15;25024354;1;C-120;12/10/24;12/9/24;25000
15-070-435-01840-076130G0;K 15;25024350;1;C-120;12/10/24;12/9/24;25000
15-070-435-01800-076130G0;K 15;25024206;1;C-130;12/9/24 17:00;12/5/24;25000
15-070-435-01880-076130G0;K 15;25024196;1;C-120;12/9/24;12/6/24;25000
05-070-420-00600-076150G0;K 05;25024375;1;C-120;12/9/24;12/6/24;12500
05-070-420-00700-076150G0;K 05;25024375;2;C-120;12/9/24;12/6/24;12500
15-070-435-01740-076130G0;K 15;25024209;2;C-130;12/9/24;12/6/24;10000
15-070-435-01860-076130G0;K 15;25024210;1;C-130;12/9/24;12/6/24;25000
15-070-435-01840-076130G0;K 15;25024176;1;C-100;12/9/24;12/6/24;25000
15-070-435-01860-076130G0;K 15;25024178;1;C-100;12/9/24;12/6/24;25000
15-070-435-01890-076130G0;K 15;25024179;1;C-100;12/9/24;12/6/24;25000
15-070-435-01760-076130G0;K 15;25024188;1;C-110;12/9/24;12/6/24;25000
15-070-435-01880-076130G0;K 15;25024189;1;C-110;12/9/24;12/6/24;25000
15-070-435-01880-076130G0;K 15;25024207;1;C-130;12/6/24;12/5/24;25000
15-070-435-01860-076130G0;K 15;25024174;1;C-100;12/6/24;12/5/24;25000
15-070-435-01840-076130G0;K 15;25024187;1;C-110;12/6/24;12/5/24;25000
15-070-435-01800-076130G0;K 15;25024194;1;C-120;12/6/24;12/5/24;25000
15-070-435-01000-076130G0;K 15;25024173;1;C-100;12/6/24;12/5/24;15000
15-070-435-01780-076130G0;K 15;25024173;2;C-100;12/6/24;12/5/24;10000
15-070-435-01800-076130G0;K 15;25024172;1;C-100;12/6/24;12/5/24;25000
15-070-435-01760-076130G0;K 15;25024203;1;C-130;12/5/24;12/4/24;25000
15-070-435-01720-076130G0;K 15;25024202;1;C-130;12/5/24;12/5/24;25000
15-070-435-01840-076130G0;K 15;25024192;1;C-120;12/5/24;12/4/24;25000
15-070-435-01680-076130G0;K 15;25024227;1;C-110;12/5/24;12/4/24;12500
15-070-435-01740-076130G0;K 15;25024227;2;C-110;12/5/24;12/4/24;12500
15-070-435-01890-076130G0;K 15;25024193;1;C-120;12/5/24;12/4/24;25000
15-070-435-01840-076130G0;K 15;25024025;2;C-100;12/5/24;12/4/24;19000
15-070-435-01130-076130G0;K 15;25024025;1;C-100;12/5/24;12/4/24;6000
15-070-435-01880-076130G0;K 15;25024170;1;C-100;12/5/24;12/4/24;25000
15-070-435-01860-076130G0;K 15;25024169;1;C-100;12/5/24;12/4/24;25000
15-070-435-01860-076130G0;K 15;25024240;1;C-100;12/5/24;12/4/24;25000
05-070-420-03200-076150G0;K 05;25024089;3;C-120;12/5/24;12/4/24;5000
05-070-420-02500-076150G0;K 05;25024089;2;C-120;12/5/24;12/4/24;5000
05-070-420-01100-076150G0;K 05;25024089;1;C-120;12/5/24;12/4/24;15000
15-070-435-01890-076130G0;K 15;25024185;1;C-110;12/5/24;12/4/24;25000
15-070-435-01860-076130G0;K 15;25024184;1;C-110;12/5/24;12/4/24;25000
15-070-435-01800-076130G0;K 15;25024083;1;C-130;12/4/24 17:00;12/3/24;25000
15-070-435-01880-076130G0;K 15;25024191;1;C-120;12/4/24;12/4/24;25000
15-070-435-01800-076130G0;K 15;25024182;1;C-110;12/4/24;12/3/24;25000
15-070-435-01880-076130G0;K 15;25024201;1;C-130;12/4/24;12/4/24;25000
15-070-435-01900-076130G0;K 15;25024167;1;C-100;12/4/24;12/4/24;25000
15-070-435-01840-076130G0;K 15;25024200;1;C-130;12/4/24;12/3/24;25000
15-070-435-01840-076130G0;K 15;25024183;1;C-110;12/4/24;12/3/24;25000
15-070-435-01860-076130G0;K 15;25024166;1;C-100;12/4/24;12/3/24;25000
05-070-420-01100-076150G0;K 05;25023937;2;C-120;12/3/24 17:00;12/2/24;10000
05-070-420-01000-076150G0;K 05;25023937;1;C-120;12/3/24 17:00;12/2/24;15000
05-070-420-01100-076150G0;K 05;25024226;2;C-110;12/3/24;12/2/24;12500
05-070-420-00800-076150G0;K 05;25024226;1;C-110;12/3/24;12/2/24;12500
05-070-420-00600-076150G0;K 05;25024221;3;C-120;12/3/24;12/2/24;10000
15-070-435-01860-076130G0;K 15;25024197;1;C-130;12/3/24;12/2/24;25000
15-070-435-01800-076130G0;K 15;25024056;1;C-100;12/3/24;12/2/24;25000
15-070-435-01880-076130G0;K 15;25024165;1;C-100;12/3/24;12/2/24;25000
15-070-435-01860-076130G0;K 15;25024164;1;C-100;12/3/24;12/2/24;25000
15-070-435-01840-076130G0;K 15;25024163;1;C-100;12/3/24;12/2/24;25000
15-070-435-01880-076130G0;K 15;25024181;1;C-110;12/3/24;12/2/24;25000
05-070-420-01100-076150G0;K 05;25024180;2;C-110;12/3/24;12/2/24;12500
15-070-435-01900-076130G0;K 15;25024199;2;C-130;12/3/24;12/2/24;12500
15-070-435-01780-076130G0;K 15;25024199;1;C-130;12/3/24;12/2/24;12500
15-070-435-01880-076130G0;K 15;25024198;1;C-130;12/3/24;12/3/24;25000
15-070-435-01880-076130G0;K 15;25024081;1;C-130;12/2/24 17:00;11/29/24;25000
15-070-435-01760-076130G0;K 15;25024053;1;C-100;12/2/24;11/29/24;25000
15-070-435-01860-076130G0;K 15;25024065;1;C-110;12/2/24;11/29/24;25000
05-070-420-00900-076150G0;K 05;25024225;1;C-110;12/2/24;11/29/24;25000
15-070-435-01760-076130G0;K 15;25024098;1;C-120;12/2/24;11/29/24;25000
15-070-435-01840-076130G0;K 15;25024054;1;C-100;12/2/24;11/29/24;25000
15-070-435-01860-076130G0;K 15;25024055;1;C-100;12/2/24;11/29/24;25000
15-070-435-01840-076130G0;K 15;25024132;1;C-130;12/2/24;11/29/24;25000
15-070-435-01840-076130G0;K 15;25024071;1;C-120;12/2/24;11/29/24;25000
15-070-435-01860-076130G0;K 15;25024072;1;C-120;12/2/24;11/29/24;25000
15-070-435-01880-076130G0;K 15;25024051;1;C-100;11/29/24;11/29/24;25000
15-070-435-01890-076130G0;K 15;25024052;1;C-100;11/29/24;11/29/24;25000
15-070-435-01880-076130G0;K 15;25024063;1;C-110;11/29/24;11/29/24;25000
15-070-435-01820-076130G0;K 15;25024080;2;C-130;11/29/24;11/28/24;15000
15-070-435-01880-076130G0;K 15;25024070;1;C-120;11/29/24;11/29/24;25000
15-070-435-01170-076130G0;K 15;25024080;1;C-130;11/29/24;11/28/24;10000
15-070-435-01800-076130G0;K 15;25024069;1;C-120;11/29/24;11/28/24;25000
15-070-435-01800-076130G0;K 15;25024046;1;C-100;11/28/24;11/27/24;25000
15-070-435-01840-076130G0;K 15;25024047;1;C-100;11/28/24;11/27/24;25000
05-070-420-01000-076150G0;K 05;25023969;2;C-110;11/28/24;11/27/24;12500
15-070-435-01800-076130G0;K 15;25024078;1;C-130;11/28/24;11/27/24;25000
15-070-435-01860-076130G0;K 15;25024079;1;C-130;11/28/24;11/27/24;25000
15-070-435-01860-076130G0;K 15;25024048;1;C-100;11/28/24;11/27/24;25000
15-070-435-01860-076130G0;K 15;25024044;1;C-100;11/27/24;11/26/24;25000
15-070-435-01880-076130G0;K 15;25024045;1;C-100;11/27/24;11/26/24;25000
15-070-435-01800-076130G0;K 15;25024059;1;C-110;11/27/24;11/26/24;25000
15-070-435-01840-076130G0;K 15;25024060;1;C-110;11/27/24;11/26/24;25000
15-070-435-01880-076130G0;K 15;25024061;1;C-110;11/27/24;11/26/24;25000
05-070-420-01400-076150G0;K 05;25024088;1;C-120;11/27/24;11/26/24;18700
15-070-435-01880-076130G0;K 15;25024076;1;C-130;11/27/24;11/26/24;25000
15-070-435-01840-076130G0;K 15;25024067;1;C-120;11/27/24;11/26/24;25000
15-070-435-01840-076130G0;K 15;25024043;1;C-100;11/27/24;11/26/24;25000
15-070-435-00980-076130G0;K 15;25024074;2;C-130;11/27/24;11/26/24;9000
15-070-435-01000-076130G0;K 15;25024074;3;C-130;11/27/24;11/26/24;10000
15-070-435-01760-076130G0;K 15;25024075;1;C-130;11/27/24;11/26/24;25000
05-070-420-01900-076150G0;K 05;25024088;2;C-120;11/27/24;11/26/24;6300
15-070-435-00750-076130G0;K 15;25023484;3;C-100;11/26/24 17:00;11/25/24;10000
15-070-435-00720-076130G0;K 15;25023484;2;C-100;11/26/24 17:00;11/25/24;7500
15-070-435-00700-076130G0;K 15;25023484;1;C-100;11/26/24 17:00;11/25/24;7500
15-070-435-01880-076130G0;K 15;25023913;1;C-130;11/26/24 17:00;11/25/24;25000
15-070-435-01840-076130G0;K 15;25024073;1;C-130;11/26/24;11/25/24;25000
15-070-435-01860-076130G0;K 15;25024039;1;C-100;11/26/24;11/25/24;25000
15-070-435-01900-076130G0;K 15;25024040;1;C-100;11/26/24;11/25/24;25000
15-070-435-01800-076130G0;K 15;25024015;1;C-130;11/26/24;11/25/24;25000
05-070-420-00900-076150G0;K 05;25024086;1;C-120;11/26/24;11/25/24;25000
15-070-435-01070-076130G0;K 15;25024099;2;C-100;11/26/24;11/22/24;3888
15-070-435-12800-076130G0;K 15;25024099;3;C-100;11/26/24;11/22/24;1142
15-070-435-01170-076130G0;K 15;25024099;5;C-100;11/26/24;11/22/24;5000
15-070-435-01880-076130G0;K 15;25024066;1;C-120;11/26/24;11/25/24;25000
15-070-435-01880-076130G0;K 15;25024058;1;C-110;11/26/24;11/25/24;25000
15-070-435-01860-076130G0;K 15;25024057;1;C-110;11/26/24;11/25/24;25000
15-070-435-01190-076130G0;K 15;25024099;6;C-100;11/26/24;11/22/24;5000
15-070-435-01720-076130G0;K 15;25024099;7;C-100;11/26/24;11/22/24;7300
05-070-420-01100-076150G0;K 05;25023485;2;C-120;11/25/24 17:00;11/22/24;10000
05-070-420-00850-076150G0;K 05;25023485;1;C-120;11/25/24 17:00;11/22/24;15000
15-070-435-01880-076130G0;K 15;25023878;2;C-100;11/25/24;11/25/24;12500
15-070-435-01890-076130G0;K 15;25023879;1;C-100;11/25/24;11/22/24;25000
15-070-435-01860-076130G0;K 15;25023895;1;C-120;11/25/24;11/22/24;25000
15-070-435-01890-076130G0;K 15;25023898;1;C-120;11/25/24;11/22/24;25000
15-070-435-01680-076130G0;K 15;25023902;1;C-130;11/25/24;11/22/24;25000
15-070-435-01720-076130G0;K 15;25023903;1;C-130;11/25/24;11/22/24;25000
15-070-435-01890-076130G0;K 15;25023914;1;C-130;11/25/24;11/22/24;25000
15-070-435-01900-076130G0;K 15;25023880;1;C-100;11/25/24;11/22/24;25000
15-070-435-01860-076130G0;K 15;25023886;1;C-110;11/25/24;11/22/24;25000
15-070-435-01800-076130G0;K 15;25023956;1;C-110;11/25/24;11/22/24;12500
15-070-435-01880-076130G0;K 15;25023958;1;C-130;11/25/24;11/22/24;25000
15-070-435-01840-076130G0;K 15;25023908;1;C-130;11/25/24;11/22/24;25000
15-070-435-01840-076130G0;K 15;25024016;1;C-100;11/25/24;11/22/24;25000
15-070-435-01820-076130G0;K 15;25023878;1;C-100;11/25/24;11/25/24;12500
15-070-435-01880-076130G0;K 15;25023719;2;C-130;11/22/24 17:00;11/22/24;10000
15-070-435-01700-076130G0;K 15;25023719;1;C-130;11/22/24 17:00;11/22/24;15000
15-070-435-01880-076130G0;K 15;25023889;1;C-110;11/22/24;11/21/24;25000
15-070-435-01800-076130G0;K 15;25023892;1;C-120;11/22/24;11/21/24;25000
15-070-435-01740-076130G0;K 15;25023905;1;C-130;11/22/24;11/21/24;15000
15-070-435-01860-076130G0;K 15;25023910;1;C-130;11/22/24;11/21/24;25000
15-070-435-01840-076130G0;K 15;25023884;1;C-110;11/22/24;11/21/24;25000
15-070-435-01800-076130G0;K 15;25023870;1;C-100;11/22/24;11/21/24;25000
15-070-435-01860-076130G0;K 15;25023875;1;C-100;11/22/24;11/21/24;25000
15-070-435-01840-076130G0;K 15;25023872;1;C-100;11/22/24;11/21/24;25000
15-070-435-01780-076130G0;K 15;25023905;2;C-130;11/22/24;11/21/24;10000
15-070-435-01860-076130G0;K 15;25023874;1;C-100;11/21/24;11/20/24;25000
15-070-435-01880-076130G0;K 15;25023877;1;C-100;11/21/24;11/20/24;25000
15-070-435-01890-076130G0;K 15;25023890;1;C-110;11/21/24;11/20/24;25000
15-070-435-01720-076130G0;K 15;25023891;1;C-110;11/21/24;11/20/24;17000
15-070-435-01740-076130G0;K 15;25023891;2;C-110;11/21/24;11/20/24;8000
15-070-435-01840-076130G0;K 15;25023893;1;C-120;11/21/24;11/19/24;25000
15-070-435-01860-076130G0;K 15;25023983;1;C-130;11/21/24;11/21/24;25000
15-070-435-01800-076130G0;K 15;25023906;1;C-130;11/21/24;11/21/24;25000
15-070-435-01760-076130G0;K 15;25023904;1;C-130;11/21/24;11/20/24;25000
15-070-435-01150-076130G0;K 15;25023717;1;C-100;11/21/24;11/20/24;6000
15-070-435-12000-076130G0;K 15;25023717;2;C-100;11/21/24;11/20/24;6000
15-070-435-01860-076130G0;K 15;25023717;3;C-100;11/21/24;11/20/24;13000
15-070-435-01760-076130G0;K 15;25023882;1;C-110;11/21/24;11/20/24;25000
15-070-435-01880-076130G0;K 15;25023897;1;C-120;11/21/24;11/20/24;25000
15-070-435-01840-076130G0;K 15;25023871;1;C-100;11/20/24;11/19/24;25000
15-070-435-01860-076130G0;K 15;25023873;1;C-100;11/20/24;11/19/24;25000
15-070-435-01880-076130G0;K 15;25023912;1;C-130;11/20/24;11/19/24;25000
15-070-435-01880-076130G0;K 15;25023888;1;C-110;11/20/24;11/19/24;25000
15-070-435-01860-076130G0;K 15;25023885;1;C-110;11/20/24;11/19/24;25000
15-070-435-01860-076130G0;K 15;25023894;1;C-120;11/20/24;11/19/24;25000
15-070-435-01880-076130G0;K 15;25023876;1;C-100;11/19/24;11/18/24;25000
15-070-435-01880-076130G0;K 15;25023896;1;C-120;11/19/24;11/18/24;25000
15-070-435-01840-076130G0;K 15;25023883;1;C-110;11/19/24;11/18/24;25000
15-070-435-01880-076130G0;K 15;25023887;1;C-110;11/19/24;11/18/24;25000
15-070-435-01880-076130G0;K 15;25023911;1;C-130;11/19/24;11/19/24;25000
05-070-420-01100-076150G0;K 05;25023971;1;C-110;11/19/24;11/18/24;17000
05-070-420-01400-076150G0;K 05;25023971;2;C-110;11/19/24;11/18/24;8000
15-070-435-01840-076130G0;K 15;25023907;1;C-130;11/19/24;11/18/24;25000
15-070-435-01860-076130G0;K 15;25023909;1;C-130;11/19/24;11/19/24;25000
15-070-435-01860-076130G0;K 15;25023954;1;C-100;11/19/24;11/18/24;25000
05-070-420-01100-076150G0;K 05;25023486;2;C-120;11/18/24 17:00;11/15/24;12500
05-070-420-01000-076150G0;K 05;25023486;1;C-120;11/18/24 17:00;11/15/24;12500
15-070-435-01800-076130G0;K 15;25023742;1;C-100;11/18/24;11/15/24;25000
15-070-435-01880-076130G0;K 15;25023786;1;C-120;11/18/24;11/15/24;25000
15-070-435-01780-076130G0;K 15;25023760;1;C-110;11/18/24;11/15/24;6000
15-070-435-01860-076130G0;K 15;25023760;2;C-110;11/18/24;11/15/24;19000
15-070-435-01820-076130G0;K 15;25023777;1;C-130;11/18/24;11/18/24;12500
15-070-435-01900-076130G0;K 15;25023777;2;C-130;11/18/24;11/18/24;12500
15-070-435-01890-076130G0;K 15;25023751;1;C-100;11/18/24;11/15/24;25000
15-070-435-01800-076130G0;K 15;25023784;1;C-110;11/18/24;11/15/24;25000
15-070-435-01860-076130G0;K 15;25023845;1;C-120;11/18/24;11/15/24;25000
15-070-435-01840-076130G0;K 15;25023779;1;C-100;11/18/24;11/15/24;25000
15-070-435-01800-076130G0;K 15;25023770;1;C-130;11/18/24;11/15/24;25000
15-070-435-01880-076130G0;K 15;25023782;1;C-130;11/18/24;11/15/24;25000
15-070-435-01860-076130G0;K 15;25023748;1;C-100;11/18/24;11/18/24;25000
15-070-435-01720-076130G0;K 15;25023768;1;C-130;11/15/24;11/14/24;10000
15-070-435-01760-076130G0;K 15;25023768;2;C-130;11/15/24;11/14/24;15000
15-070-435-01880-076130G0;K 15;25023776;1;C-130;11/15/24;11/14/24;25000
15-070-435-01860-076130G0;K 15;25023773;1;C-130;11/15/24;11/14/24;25000
15-070-435-01840-076130G0;K 15;25023763;1;C-120;11/15/24;11/14/24;25000
15-070-435-01900-076130G0;K 15;25023752;1;C-100;11/15/24;11/14/24;25000
15-070-435-01840-076130G0;K 15;25023756;1;C-110;11/15/24;11/14/24;25000
15-070-435-01800-076130G0;K 15;25023762;1;C-120;11/14/24;11/13/24;25000
15-070-435-01800-076130G0;K 15;25023769;1;C-130;11/14/24;11/13/24;25000
15-070-435-01860-076130G0;K 15;25023747;1;C-100;11/14/24;11/13/24;25000
15-070-435-01880-076130G0;K 15;25023750;1;C-100;11/14/24;11/13/24;25000
15-070-435-01840-076130G0;K 15;25023771;1;C-130;11/14/24;11/13/24;25000
15-070-435-01880-076130G0;K 15;25023766;1;C-120;11/14/24;11/13/24;25000
15-070-435-01880-076130G0;K 15;25023759;1;C-110;11/14/24;11/13/24;25000
05-070-420-01100-076150G0;K 05;25023790;1;C-110;11/14/24;11/13/24;15000
05-070-420-01400-076150G0;K 05;25023790;2;C-110;11/14/24;11/13/24;10000
15-070-435-01840-076130G0;K 15;25023744;1;C-100;11/14/24;11/13/24;25000
15-070-435-01800-076130G0;K 15;25023613;1;C-100;11/13/24 17:00;11/12/24;25000
15-070-435-01890-076130G0;K 15;25023767;2;C-120;11/13/24;11/12/24;15000
15-070-435-01880-076130G0;K 15;25023775;1;C-130;11/13/24;11/12/24;25000
15-070-435-01800-076130G0;K 15;25023755;1;C-110;11/13/24;11/12/24;25000
15-070-435-01860-076130G0;K 15;25023746;1;C-100;11/13/24;11/12/24;25000
15-070-435-01860-076130G0;K 15;25023772;1;C-130;11/13/24;11/13/24;25000
15-070-435-01860-076130G0;K 15;25023764;1;C-120;11/13/24;11/12/24;25000
05-070-420-00600-076150G0;K 05;25023789;1;C-110;11/13/24;11/12/24;18000
05-070-420-00700-076150G0;K 05;25023734;1;C-120;11/13/24;11/12/24;15000
05-070-420-00800-076150G0;K 05;25023734;2;C-120;11/13/24;11/12/24;10000
15-070-435-01720-076130G0;K 15;25023767;1;C-120;11/13/24;11/12/24;10000
15-070-435-01860-076130G0;K 15;25023757;1;C-110;11/13/24;11/12/24;25000
15-070-435-01720-076130G0;K 15;25023649;1;C-130;11/12/24 17:00;11/11/24;25000
15-070-435-01840-076130G0;K 15;25023642;1;C-120;11/12/24 17:00;11/11/24;25000
15-070-435-01840-076130G0;K 15;25023633;1;C-110;11/12/24 17:00;11/11/24;25000
15-070-435-01000-076130G0;K 15;25023698;1;C-100;11/12/24;11/11/24;10000
15-070-435-01800-076130G0;K 15;25023699;1;C-130;11/12/24;11/11/24;25000
05-070-420-00600-076150G0;K 05;25023733;1;C-120;11/12/24;11/12/24;7500
05-070-420-00800-076150G0;K 05;25023733;2;C-120;11/12/24;11/12/24;17500
15-070-435-01880-076130G0;K 15;25023749;1;C-100;11/12/24;11/11/24;25000
15-070-435-01840-076130G0;K 15;25023743;1;C-100;11/12/24;11/11/24;25000
15-070-435-01860-076130G0;K 15;25023745;1;C-100;11/12/24;11/11/24;25000
15-070-435-01880-076130G0;K 15;25023765;1;C-120;11/12/24;11/11/24;25000
15-070-435-01880-076130G0;K 15;25023758;1;C-110;11/12/24;11/11/24;25000
15-070-435-01880-076130G0;K 15;25023774;1;C-130;11/12/24;11/12/24;25000
15-070-435-01760-076130G0;K 15;25023650;1;C-130;11/11/24 17:00;11/8/24;25000
15-070-435-00980-076130G0;K 15;25023648;2;C-130;11/11/24;11/8/24;5000
15-070-435-01190-076130G0;K 15;25023648;4;C-130;11/11/24;11/8/24;10000
15-070-435-01860-076130G0;K 15;25023622;1;C-100;11/11/24;11/8/24;25000
15-070-435-01760-076130G0;K 15;25023630;1;C-110;11/11/24;11/8/24;25000
15-070-435-01760-076130G0;K 15;25023640;1;C-120;11/11/24;11/8/24;25000
15-070-435-01890-076130G0;K 15;25023625;1;C-100;11/11/24;11/8/24;25000
15-070-435-01000-076130G0;K 15;25023648;3;C-130;11/11/24;11/8/24;5000
15-070-435-01840-076130G0;K 15;25023617;1;C-100;11/11/24;11/8/24;25000
15-070-435-01880-076130G0;K 15;25023657;1;C-130;11/11/24;11/11/24;25000
15-070-435-01880-076130G0;K 15;25023644;1;C-120;11/8/24;11/7/24;25000
15-070-435-01880-076130G0;K 15;25023637;1;C-110;11/8/24;11/7/24;25000
15-070-435-01890-076130G0;K 15;25023638;1;C-110;11/8/24;11/7/24;25000
15-070-435-01740-076130G0;K 15;25023641;1;C-120;11/8/24;11/7/24;7500
15-070-435-01860-076130G0;K 15;25023635;1;C-110;11/8/24;11/7/24;25000
15-070-435-01800-076130G0;K 15;25023641;2;C-120;11/8/24;11/7/24;17500
15-070-435-01860-076130G0;K 15;25023654;1;C-130;11/8/24;11/8/24;25000
15-070-435-01880-076130G0;K 15;25023624;1;C-100;11/8/24;11/8/24;25000
